ECG,RSP
0.089264,5.5029
0.006409,5.4926
-0.079193,5.4791
-0.148773,5.4657
-0.19577,5.4544
-0.217743,5.4398
-0.226288,5.4297
-0.215607,5.4153
-0.202484,5.4053
-0.190125,5.3928
-0.171967,5.3818
-0.150146,5.3711
-0.130005,5.3568
-0.112915,5.3473
-0.095062,5.3372
-0.077667,5.3268
-0.062866,5.3143
-0.053253,5.3049
-0.045929,5.2954
-0.038605,5.2881
-0.035858,5.278
-0.030823,5.2689
-0.026093,5.264
-0.02594,5.2545
-0.023651,5.2496
-0.026245,5.2402
-0.026245,5.2347
-0.026093,5.2298
-0.023804,5.2258
-0.020905,5.2203
-0.018768,5.2151
-0.016479,5.21
-0.014038,5.206
-0.016327,5.2026
-0.011139,5.2011
-0.006866,5.1956
-0.004425,5.1953
-0.001984,5.1904
0.003204,5.1907
0.003052,5.1868
0.003204,5.1862
0.00824,5.1868
0.006256,5.1862
0.010529,5.1813
0.008392,5.1804
0.007935,5.1813
0.010376,5.181
0.010529,5.1816
0.012817,5.1822
0.010834,5.1813
0.01297,5.1807
0.01297,5.1813
0.010681,5.181
0.010681,5.1813
0.012817,5.1816
0.013123,5.1807
0.013275,5.1813
0.015564,5.1807
0.015564,5.1859
0.013123,5.1859
0.013275,5.1859
0.010376,5.1862
0.015411,5.1865
0.027466,5.1852
0.054321,5.1859
0.053253,5.1917
0.046997,5.1907
0.049896,5.1907
0.006866,5.1904
-0.016327,5.1907
-0.016327,5.191
-0.009003,5.1965
-0.014038,5.1953
-0.021362,5.1959
-0.021362,5.1962
-0.021057,5.1959
-0.016327,5.1956
-0.012817,5.2014
-0.009003,5.2008
-0.006409,5.2008
-0.013428,5.2005
-0.071259,5.2011
-0.058289,5.2005
0.152435,5.206
0.791931,5.2057
0.980835,5.2051
0.217285,5.206
-0.337219,5.206
-0.445862,5.2054
-0.310822,5.206
-0.158844,5.2103
-0.098572,5.21
-0.07309,5.2109
-0.054169,5.2109
-0.038147,5.2106
-0.028534,5.2106
-0.016327,5.2103
-0.003204,5.2106
0.005798,5.2097
0.013123,5.21
0.025024,5.2103
0.034943,5.2112
0.040588,5.2106
0.053101,5.2106
0.063782,5.2103
0.077515,5.2075
0.09552,5.2057
0.116425,5.2054
0.139771,5.2008
0.156708,5.2008
0.174255,5.1962
0.174255,5.191
0.158691,5.1859
0.105896,5.181
0.028229,5.1709
-0.057678,5.1614
-0.13092,5.1474
-0.186005,5.1376
-0.216675,5.1227
-0.22644,5.1074
-0.226593,5.0937
-0.212097,5.079
-0.192413,5.065
-0.17395,5.0504
-0.156097,5.0354
-0.136414,5.0208
-0.118103,5.0061
-0.103149,4.9908
-0.089722,4.9774
-0.077667,4.9625
-0.067444,4.9481
-0.055542,4.938
-0.048523,4.9231
-0.044708,4.9133
-0.036163,4.8993
-0.031128,4.8895
-0.028687,4.8788
-0.028534,4.8694
-0.02594,4.8596
-0.025787,4.8505
-0.025787,4.8401
-0.023804,4.8297
-0.023499,4.8254
-0.018768,4.8163
-0.016327,4.8114
-0.010986,4.8062
-0.011597,4.801
-0.009155,4.7964
-0.006256,4.7913
-0.003662,4.7867
-0.001526,4.7824
-0.001678,4.7824
-0.001526,4.7766
0.00061,4.7769
0.005951,4.7723
0.005951,4.7723
0.005951,4.772
0.00946,4.7717
0.010681,4.7723
0.013275,4.772
0.015564,4.7714
0.015259,4.7717
0.013123,4.7723
0.015411,4.7717
0.015869,4.7714
0.01297,4.7723
0.013123,4.7769
0.015411,4.7766
0.015411,4.7772
0.020447,4.7821
0.020752,4.7815
0.018005,4.7818
0.018005,4.787
0.015259,4.7864
0.018158,4.7919
0.018005,4.7916
0.015259,4.7964
0.017548,4.7968
0.015259,4.8013
0.018005,4.8022
0.025177,4.8056
0.05249,4.8062
0.05722,4.8114
0.046844,4.8117
0.056915,4.8154
0.014343,4.816
-0.013885,4.8212
-0.016632,4.8209
-0.011597,4.8257
-0.016479,4.8257
-0.023956,4.83
-0.028534,4.8306
-0.023499,4.8358
-0.018463,4.8361
-0.018463,4.8392
-0.011597,4.841
-0.009003,4.841
-0.019684,4.8453
-0.081024,4.8453
-0.063477,4.8456
0.176392,4.8499
0.871429,4.8502
0.942993,4.8499
0.17334,4.855
-0.355682,4.8544
-0.454102,4.8547
-0.313416,4.8593
-0.161285,4.8602
-0.098267,4.8599
-0.072784,4.8599
-0.054169,4.8642
-0.039368,4.8648
-0.028839,4.8642
-0.023499,4.8642
-0.011444,4.8651
-0.00061,4.8694
0.009308,4.8691
0.020142,4.8691
0.028839,4.87
0.037384,4.8694
0.043335,4.87
0.056763,4.8697
0.071259,4.87
0.088043,4.8697
0.107727,4.8694
0.131226,4.8688
0.149231,4.8645
0.165405,4.8639
0.174255,4.8639
0.169373,4.8599
0.13916,4.8557
0.076752,4.8547
-0.00885,4.8502
-0.094147,4.8459
-0.158844,4.841
-0.200958,4.8355
-0.223694,4.8325
-0.223999,4.8303
-0.214539,4.8254
-0.19989,4.8215
-0.1828,4.8166
-0.16098,4.8105
-0.143585,4.8065
-0.126648,4.8013
-0.109406,4.7961
-0.092163,4.7913
-0.079956,4.787
-0.068817,4.7818
-0.060272,4.7821
-0.053253,4.7763
-0.043488,4.7745
-0.036011,4.7723
-0.033112,4.7726
-0.030975,4.7668
-0.028534,4.7675
-0.028687,4.7665
-0.02594,4.7675
-0.023499,4.7668
-0.018616,4.7678
-0.019073,4.7672
-0.018768,4.7672
-0.011597,4.772
-0.011292,4.7723
-0.007019,4.7766
-0.003815,4.7772
-0.006409,4.7815
-0.00412,4.7867
0.000763,4.7916
-0.001831,4.7961
-0.001831,4.801
0.000916,4.8099
0.000916,4.816
0.003052,4.8251
0.005646,4.8303
0.008087,4.8401
0.010529,4.8505
0.010834,4.8593
0.013275,4.8697
0.015564,4.8795
0.015411,4.8889
0.015106,4.8984
0.015564,4.9133
0.016632,4.9237
0.015564,4.9335
0.018005,4.9478
0.018005,4.9573
0.016022,4.9716
0.015259,4.982
0.017853,4.996
0.017853,5.0058
0.018005,5.0208
0.018005,5.0348
0.015411,5.0449
0.016632,5.0601
0.020294,5.0735
0.019531,5.0836
0.014343,5.0986
0.019379,5.1117
0.025177,5.1233
0.051575,5.1367
0.044556,5.1514
0.051727,5.1657
0.050507,5.1764
0.009308,5.191
-0.016327,5.2057
-0.012512,5.2182
-0.011139,5.2304
-0.02243,5.2444
-0.026093,5.2588
-0.02594,5.2713
-0.023346,5.2832
-0.018463,5.2985
-0.01358,5.3125
-0.011292,5.3226
-0.011444,5.3369
-0.045776,5.3516
-0.089417,5.3659
-0.008392,5.376
0.411224,5.3909
1.072083,5.4056
0.611877,5.4205
-0.043182,5.4346
-0.414429,5.4474
-0.42099,5.4596
-0.265045,5.4736
-0.139923,5.4886
-0.09079,5.5035
-0.065308,5.5176
-0.051727,5.5328
-0.04303,5.5463
-0.028534,5.5618
-0.018921,5.5768
-0.011444,5.5933
-0.001221,5.6104
0.005951,5.625
0.012817,5.6403
0.019531,5.6567
0.032654,5.6738
0.043488,5.6885
0.054169,5.7031
0.072479,5.7175
0.089722,5.7333
0.112,5.7474
0.132446,5.7626
0.148315,5.7758
0.154419,5.791
0.154419,5.8041
0.131073,5.8157
0.080109,5.8301
0.008545,5.8395
-0.070038,5.8545
-0.129852,5.8643
-0.174103,5.874
-0.192719,5.8859
-0.197296,5.8978
-0.189819,5.9082
-0.177917,5.9177
-0.158386,5.9268
-0.141907,5.9326
-0.126495,5.9424
-0.111542,5.9525
-0.099335,5.9619
-0.089569,5.9668
-0.077209,5.9769
-0.06546,5.9866
-0.057831,5.9912
-0.052795,6.0013
-0.045776,6.0095
-0.04303,6.015
-0.04303,6.0257
-0.031281,6.0309
-0.030823,6.0397
-0.025635,6.0498
-0.026245,6.055
-0.028534,6.0651
-0.023499,6.0742
-0.02121,6.0791
-0.018616,6.0886
-0.018768,6.0983
-0.013885,6.1035
-0.015259,6.1127
-0.00885,6.123
-0.009003,6.1279
-0.006561,6.138
-0.006561,6.1472
-0.004272,6.1551
-0.001831,6.1618
0.000763,6.1716
-0.001526,6.1807
0.00351,6.1865
0.006104,6.1951
0.00824,6.2061
0.005646,6.2155
0.009918,6.2207
0.015717,6.2305
0.012817,6.2396
0.018005,6.2503
0.016022,6.2576
0.015564,6.264
0.015869,6.2744
0.015717,6.2842
0.015259,6.2924
0.010529,6.2988
0.010834,6.3083
0.013275,6.3184
0.015411,6.3235
0.022736,6.3324
0.044556,6.3412
0.040894,6.3477
0.028992,6.3565
0.037842,6.3641
0.006409,6.3715
-0.011749,6.3815
-0.004272,6.387
0.000763,6.3956
-0.003967,6.4011
-0.011292,6.4108
-0.009003,6.4182
-0.004425,6.4252
-0.006409,6.4346
-0.001678,6.4407
0.000916,6.4496
0.003204,6.4551
-0.02243,6.4642
-0.067749,6.4688
0.002289,6.4792
0.319824,6.4835
0.993958,6.4941
0.725098,6.499
0.114288,6.5082
-0.322876,6.5125
-0.428467,6.5179
-0.304108,6.5274
-0.162964,6.5332
-0.109558,6.5405
-0.07843,6.5475
-0.057983,6.5521
-0.04303,6.5573
-0.036011,6.5665
-0.029297,6.5723
-0.023804,6.5762
-0.013733,6.586
-0.006256,6.5918
-0.001526,6.5961
0.010834,6.6016
0.017853,6.6064
0.023956,6.611
0.037537,6.615
0.050964,6.6217
0.066528,6.6257
0.083618,6.6309
0.106964,6.6345
0.122375,6.64
0.132294,6.6434
0.134888,6.6455
0.127258,6.6498
0.099487,6.6507
0.044403,6.6547
-0.022583,6.6577
-0.087585,6.6592
-0.135803,6.6602
-0.16449,6.6638
-0.175476,6.6641
-0.173187,6.6693
-0.167847,6.6702
-0.151978,6.6696
-0.133667,6.6742
-0.119019,6.6742
-0.102844,6.6739
-0.088348,6.6797
-0.080109,6.6797
-0.067596,6.6797
-0.060272,6.6837
-0.053711,6.684
-0.050964,6.6843
-0.050507,6.6888
-0.045471,6.6885
-0.038452,6.6934
-0.036926,6.6937
-0.033569,6.6943
-0.026093,6.6992
-0.023804,6.6986
-0.021057,6.7035
-0.020905,6.7035
-0.018921,6.7084
-0.014954,6.7081
-0.011139,6.7133
-0.009155,6.7133
-0.00412,6.7178
-0.004272,6.7178
-0.001831,6.7236
-0.001678,6.723
0.001831,6.7279
0.000916,6.7282
0.007477,6.7322
0.005646,6.7325
0.010529,6.7374
0.010376,6.7401
0.010834,6.7429
0.010681,6.748
0.010834,6.748
0.010529,6.7523
0.017853,6.7529
0.026703,6.7578
0.050964,6.7569
0.052948,6.7624
0.05188,6.7673
0.061493,6.7667
0.018921,6.7722
-0.011444,6.7715
-0.012207,6.7767
0.001068,6.7764
-0.011444,6.7813
-0.016022,6.7813
-0.016479,6.7825
-0.013733,6.7871
-0.006561,6.7865
-0.001678,6.792
0.003052,6.7911
0.000916,6.7969
-0.030365,6.7969
-0.060425,6.7957
0.031433,6.8005
0.389252,6.8018
1.02356,6.8008
0.632477,6.8008
0.018768,6.806
-0.367126,6.8057
-0.407104,6.806
-0.226898,6.8063
-0.144196,6.806
-0.08316,6.8066
-0.058594,6.806
-0.046234,6.81
-0.031281,6.8109
-0.024719,6.8115
-0.015869,6.8106
-0.006561,6.8109
-0.001221,6.8109
0.010376,6.8109
0.017853,6.8106
0.022125,6.806
0.031891,6.8069
0.044403,6.8066
0.059052,6.8057
0.074005,6.8063
0.092468,6.8011
0.111847,6.8005
0.132446,6.8015
0.151367,6.7963
0.157166,6.7963
0.15686,6.792
0.138245,6.7911
0.092926,6.7865
0.022278,6.7862
-0.056152,6.7813
-0.119781,6.7761
-0.167084,6.7767
-0.194397,6.7722
-0.202179,6.767
-0.196991,6.7627
-0.184631,6.7621
-0.169067,6.7572
-0.148621,6.752
-0.131226,6.748
-0.116272,6.7471
-0.100708,6.7432
-0.087128,6.738
-0.077209,6.7377
-0.063629,6.7331
-0.054016,6.7288
-0.050507,6.7252
-0.043945,6.723
-0.038452,6.7184
-0.033722,6.7184
-0.028381,6.7139
-0.023804,6.709
-0.021057,6.7087
-0.018311,6.7041
-0.019073,6.7035
-0.018921,6.6989
-0.018616,6.6949
-0.01358,6.6946
-0.011749,6.6882
-0.011597,6.6888
-0.006561,6.6837
-0.004272,6.684
-0.004272,6.6791
-0.001526,6.6791
-0.001984,6.6739
0.00061,6.6742
0.003357,6.669
0.00061,6.6699
0.000458,6.665
0.003204,6.6641
0.005951,6.6589
0.005646,6.6602
0.003204,6.6547
0.003204,6.6507
0.003204,6.6504
0.005646,6.6443
0.00824,6.6449
0.010681,6.6403
0.017853,6.6351
0.032043,6.6342
0.059357,6.6299
0.054016,6.6257
0.072937,6.6199
0.052643,6.6156
0.008545,6.6113
-0.011292,6.6107
-0.00885,6.6058
-0.006409,6.601
-0.018158,6.5964
-0.02594,6.5918
-0.02182,6.5857
-0.02121,6.5814
-0.016174,6.5762
-0.013885,6.5717
-0.009155,6.5674
-0.015869,6.5582
-0.072327,6.5527
-0.032196,6.5472
0.212555,6.5424
0.860291,6.5375
0.914001,6.5323
0.175018,6.5286
-0.334778,6.5189
-0.449066,6.5131
-0.316467,6.5082
-0.16449,6.5005
-0.097504,6.4938
-0.072479,6.4883
-0.052948,6.4801
-0.039062,6.4743
-0.028381,6.4642
-0.01709,6.4557
-0.006561,6.4493
0.005646,6.4407
0.015717,6.4304
0.023041,6.4252
0.034332,6.4154
0.042267,6.4059
0.052338,6.3959
0.065765,6.3867
0.083618,6.377
0.103302,6.3629
0.124512,6.3522
0.149536,6.3403
0.166779,6.3275
0.176697,6.3132
0.176392,6.2988
0.160065,6.2851
0.12085,6.2698
0.052338,6.2546
-0.032806,6.2402
-0.115051,6.2256
-0.174561,6.2057
-0.211182,6.1911
-0.22644,6.1734
-0.226593,6.1575
-0.215149,6.142
-0.199585,6.1249
-0.183411,6.1078
-0.163727,6.0944
-0.144501,6.0791
-0.12619,6.0614
-0.107422,6.0452
-0.090332,6.0309
-0.077209,6.0156
-0.065002,6.0019
-0.052948,5.9872
-0.045624,5.9772
-0.038452,5.9622
-0.033875,5.9476
-0.031128,5.9375
-0.028687,5.9235
-0.02594,5.9134
-0.026398,5.9012
-0.028076,5.8884
-0.026245,5.8786
-0.023651,5.8698
-0.02121,5.8594
-0.018768,5.8499
-0.018768,5.8398
-0.016479,5.834
-0.013885,5.8258
-0.011139,5.8154
-0.00885,5.8105
-0.009155,5.8008
-0.00885,5.7959
-0.006561,5.7858
-0.001373,5.7812
0.000916,5.7758
0.000916,5.7663
0.003357,5.7617
0.005646,5.7568
0.010681,5.7526
0.010529,5.7431
0.010529,5.7376
0.013123,5.7327
0.010681,5.7272
0.013275,5.7217
0.015564,5.7175
0.015869,5.7132
0.015411,5.704
0.018005,5.6982
0.02533,5.6937
0.049744,5.6885
0.06897,5.6839
0.066681,5.6793
0.08606,5.6744
0.052185,5.6689
0.007782,5.6647
-0.011292,5.6598
-0.004272,5.6543
-0.011292,5.6497
-0.019073,5.6448
-0.023499,5.6396
-0.018463,5.6351
-0.016785,5.6296
-0.013885,5.6241
-0.00885,5.6204
-0.006409,5.6158
-0.025635,5.6107
-0.074921,5.6052
-0.017395,5.6006
0.29892,5.596
1.021576,5.5911
0.776672,5.5865
0.006866,5.5807
-0.418091,5.5756
-0.421448,5.571
-0.257416,5.5713
-0.134583,5.5667
-0.090179,5.5615
-0.067902,5.5566
-0.052643,5.5527
-0.03891,5.5472
-0.029144,5.542
-0.020752,5.538
-0.009155,5.5374
0.000305,5.5325
0.013275,5.5276
0.019836,5.5231
0.030823,5.5182
0.039673,5.5124
0.048981,5.5026
0.064087,5.4977
0.080109,5.4886
0.10376,5.4788
0.126953,5.4688
0.149841,5.459
0.16922,5.4449
0.179138,5.4352
0.174255,5.4199
0.150146,5.4062
0.096741,5.3915
0.015564,5.3784
-0.069122,5.3644
-0.140228,5.3494
-0.191803,5.3348
-0.218964,5.3195
-0.226898,5.3052
-0.222015,5.2911
-0.209198,5.2762
-0.190582,5.2612
-0.169983,5.2496
-0.150146,5.235
-0.130768,5.2206
-0.112305,5.2054
-0.09903,5.1962
-0.08316,5.181
-0.068512,5.1688
-0.062866,5.1566
-0.055389,5.1468
-0.045471,5.1373
-0.040588,5.1276
-0.035095,5.1181
-0.033264,5.108
-0.033569,5.1025
-0.028381,5.0928
-0.030975,5.0882
-0.03067,5.0845
-0.024109,5.0793
-0.021667,5.0793
-0.018768,5.0745
-0.016174,5.0742
-0.013885,5.0735
-0.01358,5.0748
-0.011902,5.0745
-0.011597,5.0748
-0.011444,5.0742
-0.00412,5.079
-0.003815,5.079
0.000916,5.0836
0.00351,5.0891
0.005951,5.0879
0.005646,5.0937
0.005646,5.0983
0.005798,5.1028
0.010681,5.1074
0.012665,5.1126
0.012817,5.1175
0.013123,5.123
0.016785,5.1276
0.018005,5.1318
0.022583,5.1373
0.034485,5.1443
0.066681,5.1517
0.066681,5.1562
0.066833,5.1617
0.06897,5.1666
0.023193,5.1709
-0.005951,5.1755
-0.013733,5.1807
-0.009308,5.1837
-0.02121,5.1865
-0.028687,5.1901
-0.023956,5.1959
-0.016785,5.2008
-0.013885,5.2054
-0.006561,5.209
-0.001831,5.2103
-0.003815,5.2148
-0.065002,5.22
-0.070496,5.2194
0.127258,5.2249
0.747833,5.2301
1.090393,5.2298
0.502472,5.2344
-0.181732,5.235
-0.453491,5.2393
-0.377502,5.2399
-0.202942,5.2444
-0.114594,5.2441
-0.076904,5.2496
-0.053558,5.2496
-0.038605,5.2539
-0.028534,5.2545
-0.019379,5.2542
-0.007172,5.2591
0.002594,5.2597
0.012512,5.2594
0.017853,5.264
0.028229,5.2646
0.037689,5.264
0.044708,5.2655
0.054932,5.2692
0.071259,5.2692
0.090637,5.2692
0.111084,5.2695
0.130615,5.2692
0.151367,5.2679
0.164337,5.2686
0.171814,5.2689
0.171814,5.2643
0.152435,5.264
0.096893,5.2643
0.016327,5.2591
-0.070038,5.2591
-0.14267,5.2545
-0.189667,5.2548
-0.21637,5.2493
-0.22644,5.2493
-0.219421,5.2441
-0.20401,5.2444
-0.183258,5.2393
-0.163574,5.2399
-0.14801,5.2344
-0.131378,5.2301
-0.113678,5.2249
-0.097198,5.2252
-0.084839,5.22
-0.074768,5.2151
-0.064545,5.2151
-0.055695,5.21
-0.04837,5.21
-0.045166,5.2054
-0.035858,5.2054
-0.033417,5.2051
-0.031128,5.2054
-0.028381,5.2051
-0.02655,5.206
-0.02655,5.2054
-0.021667,5.2103
-0.018768,5.2103
-0.013885,5.2145
-0.00885,5.2206
-0.008545,5.2252
-0.009003,5.2322
-0.006104,5.2386
-0.009155,5.2487
-0.006714,5.2545
-0.001984,5.2637
0.000763,5.2765
0.003052,5.2881
0.001068,5.2988
0.00351,5.3131
0.007477,5.3265
0.022583,5.3418
0.046387,5.3568
0.053711,5.3717
0.057068,5.3864
0.0737,5.4053
0.030212,5.4199
-0.008087,5.4398
-0.017853,5.4587
-0.006561,5.4767
-0.011902,5.4956
-0.018768,5.5127
-0.018311,5.5328
-0.013885,5.5545
-0.00885,5.5734
-0.001373,5.5951
0.003357,5.6158
0.005646,5.6351
-0.046082,5.654
-0.063324,5.6772
0.061188,5.6982
0.543671,5.7175
1.038971,5.7373
0.493622,5.7596
-0.091248,5.7806
-0.411987,5.7996
-0.393677,5.8212
-0.234833,5.8405
-0.126648,5.8597
-0.082703,5.8792
-0.05722,5.8975
-0.043182,5.9186
-0.031433,5.9372
-0.022888,5.9552
-0.013123,5.9717
-0.003815,5.9909
0.003204,6.0101
0.005798,6.0251
0.018463,6.0443
0.025024,6.059
0.032806,6.0742
0.037537,6.0895
0.046539,6.1038
0.068512,6.1179
0.083771,6.1328
0.10025,6.145
0.118408,6.1569
0.127869,6.167
0.137939,6.1816
0.140076,6.1914
0.124817,6.2018
0.074463,6.2109
0.012512,6.2201
-0.056,6.2274
-0.106964,6.2354
-0.142822,6.2448
-0.160217,6.2497
-0.162659,6.2592
-0.155487,6.2646
-0.148468,6.2686
-0.131378,6.2781
-0.116882,6.283
-0.104065,6.2881
-0.092316,6.2939
-0.082397,6.2988
-0.067749,6.3034
-0.062256,6.308
-0.052948,6.3129
-0.043793,6.3223
-0.038452,6.3278
-0.033264,6.3324
-0.030975,6.3379
-0.033417,6.3422
-0.026245,6.3467
-0.031128,6.3525
-0.026398,6.3568
-0.023499,6.3672
-0.021515,6.3708
-0.021362,6.376
-0.016327,6.3812
-0.01358,6.3864
-0.013123,6.3913
-0.006256,6.3983
-0.006409,6.4059
-0.001373,6.4102
-0.001373,6.4157
-0.001831,6.4209
-0.004272,6.4249
-0.001678,6.4343
0.00351,6.4404
0.005493,6.4447
0.014648,6.449
0.036926,6.4584
0.041809,6.4639
0.065002,6.4694
0.061798,6.4737
0.025482,6.4838
-0.00824,6.4883
-0.018921,6.4938
-0.003967,6.5042
-0.014191,6.5082
-0.018768,6.5131
-0.018616,6.5225
-0.016174,6.528
-0.011749,6.5372
-0.00412,6.543
-0.003815,6.5472
0.003204,6.5576
-0.018768,6.5625
-0.067596,6.5717
-0.00885,6.5771
0.250549,6.5851
0.904388,6.5921
0.784149,6.5991
0.188751,6.6064
-0.277863,6.6113
-0.424042,6.6202
-0.319061,6.6248
-0.172272,6.6348
-0.10376,6.64
-0.075378,6.6495
-0.059814,6.6547
-0.040131,6.665
-0.033417,6.6687
-0.028534,6.6791
-0.018768,6.6858
-0.00885,6.6943
-0.002136,6.7004
0.002899,6.7081
0.012512,6.7136
0.018158,6.7227
0.027771,6.7279
0.039825,6.7334
0.050201,6.7429
0.063782,6.7477
0.083466,6.7529
0.103302,6.7572
0.116119,6.7627
0.128021,6.7667
0.127716,6.7715
0.115051,6.7767
0.085907,6.7773
0.032959,6.7813
-0.033417,6.7871
-0.089722,6.7859
-0.128174,6.7914
-0.153046,6.7911
-0.15564,6.796
-0.15564,6.7963
-0.143585,6.8015
-0.133057,6.8002
-0.118256,6.8036
-0.106201,6.8069
-0.092621,6.8054
-0.079651,6.8069
-0.070496,6.8115
-0.061035,6.8115
-0.057678,6.8106
-0.050507,6.8152
-0.043488,6.8158
-0.04303,6.8155
-0.043182,6.8207
-0.040741,6.8207
-0.040741,6.8207
-0.033722,6.8253
-0.028381,6.8259
-0.023651,6.8256
-0.023651,6.8307
-0.02121,6.8311
-0.018768,6.835
-0.016174,6.835
-0.014038,6.8359
-0.00885,6.8399
-0.001984,6.8408
0.024872,6.8451
0.032501,6.8451
0.042877,6.8494
0.077057,6.8503
0.06897,6.8549
0.03006,6.8552
-0.00473,6.8594
-0.023193,6.8594
-0.02594,6.8643
-0.03418,6.8646
-0.037994,6.8701
-0.036316,6.8692
-0.031281,6.8741
-0.026245,6.8741
-0.02121,6.8796
-0.016327,6.8817
-0.011139,6.8845
-0.021515,6.8887
-0.070343,6.889
-0.017548,6.8936
0.210571,6.8939
0.848083,6.8991
0.836334,6.9031
0.228271,6.9034
-0.257111,6.9092
-0.421448,6.9089
-0.321045,6.9131
-0.175171,6.9141
-0.108795,6.918
-0.076904,6.9232
-0.057068,6.9235
-0.045013,6.9281
-0.028076,6.9281
-0.019073,6.933
-0.009003,6.9339
0.00061,6.9379
0.010071,6.9415
0.017548,6.9427
0.025177,6.9449
0.030212,6.9476
0.041962,6.9476
0.050201,6.9519
0.066681,6.9525
0.083466,6.9522
0.098114,6.9574
0.115509,6.9574
0.125275,6.9577
0.13031,6.9574
0.127869,6.9574
0.113678,6.9577
0.080414,6.9577
0.024261,6.9574
-0.043182,6.9571
-0.097504,6.9574
-0.137024,6.958
-0.157623,6.9574
-0.165253,6.9516
-0.153198,6.9522
-0.148621,6.9522
-0.131378,6.9519
-0.11673,6.9473
-0.103455,6.9473
-0.089722,6.947
-0.075073,6.944
-0.069427,6.9424
-0.055695,6.9427
-0.042725,6.9427
-0.040588,6.9376
-0.033264,6.9382
-0.033417,6.9382
-0.030975,6.9333
-0.030975,6.9327
-0.028534,6.9333
-0.026093,6.9287
-0.023804,6.9281
-0.023499,6.9275
-0.021057,6.9287
-0.023346,6.9238
-0.016022,6.9229
-0.01358,6.9229
-0.011292,6.9232
-0.011292,6.9238
-0.009003,6.918
-0.006714,6.918
0.013885,6.9183
0.035095,6.918
0.037079,6.918
0.070953,6.9189
0.079346,6.918
0.045166,6.9183
0.005493,6.9193
-0.023651,6.9135
-0.023499,6.9131
-0.035248,6.9144
-0.043182,6.9141
-0.040741,6.9135
-0.033722,6.9135
-0.028381,6.9128
-0.028534,6.9135
-0.020905,6.9135
-0.016327,6.9141
-0.01709,6.9189
-0.056,6.918
-0.042725,6.9177
0.112762,6.918
0.619507,6.918
0.992126,6.918
0.388794,6.9183
-0.166931,6.9183
-0.423431,6.9183
-0.354767,6.9183
-0.198212,6.9223
-0.111084,6.9229
-0.075226,6.9232
-0.053558,6.9226
-0.041351,6.9235
-0.029144,6.9229
-0.02121,6.9232
-0.008698,6.9235
-0.001526,6.9229
0.008392,6.9272
0.020142,6.9275
0.030212,6.9281
0.037537,6.9281
0.046997,6.9278
0.05661,6.9287
0.072479,6.9232
0.089417,6.9238
0.107574,6.9235
0.122528,6.9229
0.137177,6.9183
0.147095,6.918
0.144958,6.918
0.126953,6.9138
0.095215,6.9135
0.037384,6.9092
-0.03479,6.9086
-0.097198,6.9034
-0.146332,6.8988
-0.172577,6.8985
-0.181732,6.8942
-0.175171,6.8887
-0.162964,6.8869
-0.146332,6.8845
-0.131073,6.879
-0.116577,6.875
-0.10437,6.8726
-0.089874,6.8701
-0.077362,6.8646
-0.065155,6.8597
-0.06012,6.8573
-0.053253,6.8555
-0.045776,6.8497
-0.040894,6.8451
-0.034637,6.8454
-0.035706,6.8402
-0.035858,6.8362
-0.030823,6.835
-0.028839,6.8301
-0.02594,6.8259
-0.021057,6.8256
-0.02121,6.8207
-0.018616,6.821
-0.016174,6.8164
-0.016479,6.8118
-0.01358,6.8103
-0.00885,6.8069
-0.007782,6.806
-0.001526,6.806
-0.001526,6.8011
0.000916,6.8008
0.003357,6.7969
0.00351,6.796
0.003204,6.7969
0.003052,6.796
0.008087,6.7914
0.010681,6.7908
0.010681,6.7914
0.010529,6.7923
0.010834,6.7862
0.012817,6.7871
0.015717,6.7871
0.0177,6.7868
0.015411,6.7865
0.013123,6.7865
0.013123,6.7828
0.013275,6.7816
0.018005,6.7819
0.048065,6.7813
0.056915,6.7816
0.065002,6.777
0.083618,6.777
0.043793,6.7761
0.00473,6.7767
-0.016022,6.7709
-0.011597,6.7719
-0.020905,6.7719
-0.028229,6.7676
-0.030975,6.7673
-0.028381,6.7667
-0.023499,6.7624
-0.021362,6.7627
-0.016327,6.7615
-0.010529,6.7581
-0.01358,6.7569
-0.061035,6.7517
-0.047455,6.752
0.128174,6.7484
0.657043,6.7477
1.013031,6.7422
0.300446,6.7432
-0.287476,6.7377
-0.450439,6.7325
-0.330811,6.7285
-0.16922,6.7288
-0.098877,6.7227
-0.067596,6.7184
-0.050812,6.712
-0.037231,6.7047
-0.02533,6.6986
-0.016174,6.6943
-0.004425,6.6888
0.006866,6.6843
0.016785,6.6739
0.027924,6.6699
0.036163,6.662
0.041962,6.6544
0.055542,6.6446
0.07019,6.6382
0.085907,6.6309
0.10788,6.6211
0.127563,6.6104
0.148468,6.6016
0.166779,6.5909
0.174103,6.5778
0.174255,6.5677
0.15976,6.5576
0.121918,6.5424
0.050049,6.5323
-0.030365,6.5179
-0.107269,6.5033
-0.166168,6.4914
-0.2034,6.4783
-0.221558,6.4642
-0.219116,6.4499
-0.208282,6.4355
-0.197296,6.4221
-0.180511,6.4081
-0.158081,6.3965
-0.136261,6.3821
-0.118103,6.3666
-0.099335,6.3525
-0.087433,6.3409
-0.074921,6.3275
-0.060883,6.3129
-0.048065,6.3013
-0.040894,6.2885
-0.038452,6.2775
-0.033264,6.2637
-0.030518,6.2549
